Rent50_2,Rent50_0,Rent50_1,Rent50_3,Rent50_4,county,State,countyname,CBSASub,Areaname,county_town_name,pop2010,state_alpha
852,669,673,1204,1208,265,48,Kerr County,NCNTY48265N48265,"Kerr County, TX",Kerr County,49625,TX
902,653,754,1199,1287,43,47,Dickson County,METRO34980M34980,"Nashville-Davidson--Murfreesboro--Franklin, TN MSA",Dickson County,49666,TN
581,465,468,795,798,53,47,Gibson County,NCNTY47053N47053,"Gibson County, TN",Gibson County,49683,TN
637,515,534,793,990,63,12,Jackson County,NCNTY12063N12063,"Jackson County, FL",Jackson County,49746,FL
651,526,541,843,870,9,42,Bedford County,NCNTY42009N42009,"Bedford County, PA",Bedford County,49762,PA
674,477,568,982,1168,277,48,Lamar County,NCNTY48277N48277,"Lamar County, TX",Lamar County,49793,TX
631,489,492,855,884,31,1,Coffee County,NCNTY01031N01031,"Coffee County, AL",Coffee County,49948,AL
648,492,547,955,1148,3,49,Box Elder County,NCNTY49003N49003,"Box Elder County, UT",Box Elder County,49975,UT
784,472,591,1086,1196,29,18,Dearborn County,METRO17140M17140,"Cincinnati-Middleton, OH-KY-IN HUD Metro FMR Area",Dearborn County,50047,IN
958,570,708,1402,1407,63,17,Grundy County,METRO16980MM3170,"Grundy County, IL HUD Metro FMR Area",Grundy County,50063,IL
785,619,623,978,1108,57,36,Montgomery County,NCNTY36057N36057,"Montgomery County, NY",Montgomery County,50219,NY
612,408,480,892,1071,45,1,Dale County,NCNTY01045N01045,"Dale County, AL",Dale County,50251,AL
600,473,476,787,978,79,40,Le Flore County,METRO22900N40079,"Le Flore County, OK HUD Metro FMR Area",Le Flore County,50384,OK
640,507,510,907,937,17,36,Chenango County,NCNTY36017N36017,"Chenango County, NY",Chenango County,50477,NY
724,457,565,976,1028,73,17,Henry County,METRO19340M19340,"Davenport-Moline-Rock Island, IA-IL MSA",Henry County,50486,IL
881,647,651,1224,1405,39,13,Camden County,NCNTY13039N13039,"Camden County, GA",Camden County,50513,GA
487,385,406,706,851,75,72,Juana Díaz Municipio,METRO38660M38660,"Ponce, PR MSA",Juana Díaz Municipio,50747,PR
668,473,556,868,933,73,48,Cherokee County,NCNTY48073N48073,"Cherokee County, TX",Cherokee County,50845,TX
836,617,705,1142,1273,35,5,Crittenden County,METRO32820M32820,"Memphis, TN-MS-AR HUD Metro FMR Area",Crittenden County,50902,AR
448,354,373,632,758,23,72,Cabo Rojo Municipio,METRO41900M41900,"San Germán-Cabo Rojo, PR MSA",Cabo Rojo Municipio,50917,PR
685,408,567,1000,1194,147,40,Washington County,NCNTY40147N40147,"Washington County, OK",Washington County,50976,OK
861,512,669,1207,1405,189,37,Watauga County,NCNTY37189N37189,"Watauga County, NC",Watauga County,51079,NC
731,541,572,1042,1182,107,36,Tioga County,METRO13780M13780,"Binghamton, NY MSA",Tioga County,51125,NY
652,517,520,912,915,151,28,Washington County,NCNTY28151N28151,"Washington County, MS",Washington County,51137,MS
1106,719,859,1370,1432,30,78,St. Thomas,NCNTY78923N78923,"St. John/St. Thomas, VI",St. Thomas,51181,VI
922,677,681,1234,1306,221,48,Hood County,NCNTY48221N48221,"Hood County, TX",Hood County,51182,TX
643,441,489,818,996,43,55,Grant County,NCNTY55043N55043,"Grant County, WI",Grant County,51208,WI
1582,1134,1267,1970,2142,9,25,Essex County,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Peabody city,51251,MA
1170,749,939,1457,1693,3,9,Hartford County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",East Hartford town,51252,CT
1000,754,804,1355,1742,67,8,La Plata County,NCNTY08067N08067,"La Plata County, CO",La Plata County,51334,CO
1255,786,986,1642,1778,1,9,Fairfield County,METRO14860MM1160,"Bridgeport, CT HUD Metro FMR Area",Stratford town,51384,CT
679,468,517,910,1064,89,47,Jefferson County,METRO34100M34100,"Morristown, TN MSA",Jefferson County,51407,TN
1003,660,755,1249,1522,47,24,Worcester County,NCNTY24047N24047,"Worcester County, MD",Worcester County,51454,MD
718,476,552,948,1104,169,27,Winona County,NCNTY27169N27169,"Winona County, MN",Winona County,51461,MN
761,587,591,1094,1210,33,36,Franklin County,NCNTY36033N36033,"Franklin County, NY",Franklin County,51599,NY
694,528,560,864,1229,213,29,Taney County,NCNTY29213N29213,"Taney County, MO",Taney County,51675,MO
1582,1134,1267,1970,2142,25,25,Suffolk County,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Revere city,51755,MA
815,491,687,1201,1443,19,32,Lyon County,NCNTY32019N32019,"Lyon County, NV",Lyon County,51980,NV
845,535,713,1108,1370,99,22,St. Martin Parish,METRO29180M29180,"Lafayette, LA MSA",St. Martin Parish,52160,LA
1335,980,987,1727,2196,37,8,Eagle County,NCNTY08037N08037,"Eagle County, CO",Eagle County,52197,CO
685,503,506,1009,1141,141,37,Pender County,METRO48900N37141,"Pender County, NC HUD Metro FMR Area",Pender County,52217,NC
913,627,770,1218,1444,103,13,Effingham County,METRO42340M42340,"Savannah, GA MSA",Effingham County,52250,GA
634,377,528,835,954,107,47,McMinn County,NCNTY47107N47107,"McMinn County, TN",McMinn County,52266,TN
795,473,661,1171,1408,169,29,Pulaski County,NCNTY29169N29169,"Pulaski County, MO",Pulaski County,52274,MO
723,548,552,1039,1042,27,26,Cass County,METRO43780N26027,"Cass County, MI HUD Metro FMR Area",Cass County,52293,MI
855,529,640,1065,1143,159,39,Union County,METRO18140N39159,"Union County, OH HUD Metro FMR Area",Union County,52300,OH
981,586,725,1222,1311,115,22,Vernon Parish,NCNTY22115N22115,"Vernon Parish, LA",Vernon Parish,52334,LA
695,516,519,922,953,135,55,Waupaca County,NCNTY55135N55135,"Waupaca County, WI",Waupaca County,52410,WI
609,410,450,820,823,51,40,Grady County,METRO36420N40051,"Grady County, OK HUD Metro FMR Area",Grady County,52431,OK
868,567,673,1131,1283,113,29,Lincoln County,METRO41180M41180,"St. Louis, MO-IL HUD Metro FMR Area",Lincoln County,52566,MO
770,545,569,996,1029,467,48,Van Zandt County,NCNTY48467N48467,"Van Zandt County, TX",Van Zandt County,52579,TX
711,517,536,1048,1075,101,29,Johnson County,NCNTY29101N29101,"Johnson County, MO",Johnson County,52595,MO
1298,996,1050,1643,1831,9,9,New Haven County,METRO35300MM1160,"Milford-Ansonia-Seymour, CT HUD Metro FMR Area",Milford town,52759,CT
1010,688,815,1268,1534,89,22,St. Charles Parish,METRO35380M35380,"New Orleans-Metairie-Kenner, LA MSA",St. Charles Parish,52780,LA
648,405,489,889,947,31,47,Coffee County,NCNTY47031N47031,"Coffee County, TN",Coffee County,52796,TN
749,461,632,1104,1107,127,42,Wayne County,NCNTY42127N42127,"Wayne County, PA",Wayne County,52822,PA
692,412,511,862,1226,95,17,Knox County,NCNTY17095N17095,"Knox County, IL",Knox County,52919,IL
764,550,644,1053,1353,113,1,Russell County,METRO17980M17980,"Columbus, GA-AL MSA",Russell County,52947,AL
614,449,506,887,997,37,39,Darke County,NCNTY39037N39037,"Darke County, OH",Darke County,52959,OH
687,409,540,972,1016,5,39,Ashland County,NCNTY39005N39005,"Ashland County, OH",Ashland County,53139,OH
575,461,485,716,787,71,1,Jackson County,NCNTY01071N01071,"Jackson County, AL",Jackson County,53227,AL
798,632,658,997,1140,10,78,St. Croix,NCNTY78010N78010,"St. Croix Island, VI",St. Croix,53234,VI
738,543,547,976,1180,401,48,Rusk County,METRO30980N48401,"Rusk County, TX HUD Metro FMR Area",Rusk County,53330,TX
730,507,563,1040,1222,141,17,Ogle County,NCNTY17141N17141,"Ogle County, IL",Ogle County,53497,IL
935,653,691,1233,1279,37,54,Jefferson County,METRO47900MM3630,"Jefferson County, WV HUD Metro FMR Area",Jefferson County,53498,WV
796,567,591,1149,1348,7,4,Gila County,NCNTY04007N04007,"Gila County, AZ",Gila County,53597,AZ
1582,1134,1267,1970,2142,21,25,Norfolk County,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Weymouth Town city,53743,MA
790,579,594,1015,1056,15,35,Eddy County,NCNTY35015N35015,"Eddy County, NM",Eddy County,53829,NM
714,524,528,1052,1106,29,17,Coles County,NCNTY17029N17029,"Coles County, IL",Coles County,53873,IL
1008,648,806,1419,1676,25,27,Chisago County,METRO33460M33460,"Minneapolis-St. Paul-Bloomington, MN-WI MSA",Chisago County,53887,MN
617,431,518,793,913,89,51,Henry County,NCNTY51089N51089,"Henry County-Martinsville city, VA HUD Nonmetro FMR Area",Henry County,54151,VA
798,518,593,1089,1237,7,17,Boone County,METRO40420M40420,"Rockford, IL MSA",Boone County,54165,IL
639,434,472,872,875,145,47,Roane County,NCNTY47145N47145,"Roane County, TN",Roane County,54181,TN
637,422,537,906,924,323,48,Maverick County,NCNTY48323N48323,"Maverick County, TX",Maverick County,54258,TX
650,502,544,877,1055,119,72,Río Grande Municipio,METRO41980MM7440,"San Juan-Guaynabo, PR HUD Metro FMR Area",Río Grande Municipio,54304,PR
663,516,519,885,889,33,1,Colbert County,METRO22520M22520,"Florence-Muscle Shoals, AL MSA",Colbert County,54428,AL
761,606,640,1046,1244,1,1,Autauga County,METRO33860M33860,"Montgomery, AL MSA",Autauga County,54571,AL
881,567,710,1155,1177,199,48,Hardin County,METRO13140M13140,"Beaumont-Port Arthur, TX MSA",Hardin County,54635,TX
792,590,594,1112,1189,101,22,St. Mary Parish,NCNTY22101N22101,"St. Mary Parish, LA",St. Mary Parish,54650,LA
673,490,557,877,1187,83,37,Halifax County,NCNTY37083N37083,"Halifax County, NC",Halifax County,54691,NC
701,525,574,897,1034,31,51,Campbell County,METRO31340M31340,"Lynchburg, VA MSA",Campbell County,54842,VA
648,454,504,848,959,191,51,Washington County,METRO28700M28700,"Kingsport-Bristol-Bristol, TN-VA MSA",Washington County,54876,VA
670,497,501,834,895,121,42,Venango County,NCNTY42121N42121,"Venango County, PA",Venango County,54984,PA
989,726,731,1310,1322,131,12,Walton County,NCNTY12131N12131,"Walton County, FL",Walton County,55043,FL
745,570,574,1005,1242,129,13,Gordon County,NCNTY13129N13129,"Gordon County, GA",Gordon County,55186,GA
1279,761,945,1885,2265,69,6,San Benito County,METRO41940N06069,"San Benito County, CA HUD Metro FMR Area",San Benito County,55269,CA
927,581,728,1322,1609,510,32,Carson City,METRO16180M16180,"Carson City, NV MSA",Carson City,55274,NV
1009,673,807,1260,1435,13,25,Hampden County,METRO44140M44140,"Springfield, MA HUD Metro FMR Area",Chicopee city,55298,MA
634,512,535,858,1123,21,45,Cherokee County,NCNTY45021N45021,"Cherokee County, SC",Cherokee County,55342,SC
1050,639,776,1547,1552,109,6,Tuolumne County,NCNTY06109N06109,"Tuolumne County, CA",Tuolumne County,55365,CA
872,657,696,1093,1429,122,2,Kenai Peninsula Borough,NCNTY02122N02122,"Kenai Peninsula Borough, AK",Kenai Peninsula Borough,55400,AK
778,581,653,1024,1160,79,54,Putnam County,METRO16620M16620,"Charleston, WV HUD Metro FMR Area",Putnam County,55486,WV
762,589,593,1007,1153,35,36,Fulton County,NCNTY36035N36035,"Fulton County, NY",Fulton County,55531,NY
1223,812,980,1523,1690,9,9,New Haven County,METRO35300MM5480,"New Haven-Meriden, CT HUD Metro FMR Area",West Haven town,55564,CT
709,544,555,917,1083,169,20,Saline County,NCNTY20169N20169,"Saline County, KS",Saline County,55606,KS
764,565,596,1023,1076,73,28,Lamar County,METRO25620M25620,"Hattiesburg, MS MSA",Lamar County,55658,MS
852,527,655,1098,1270,129,39,Pickaway County,METRO18140M18140,"Columbus, OH HUD Metro FMR Area",Pickaway County,55698,OH
637,381,509,881,1045,157,26,Tuscola County,NCNTY26157N26157,"Tuscola County, MI",Tuscola County,55729,MI
756,515,559,1106,1110,109,28,Pearl River County,NCNTY28109N28109,"Pearl River County, MS",Pearl River County,55834,MS
1128,822,867,1405,1507,5,25,Bristol County,METRO39300MM1120,"Taunton-Mansfield-Norton, MA HUD Metro FMR Area",Taunton city,55874,MA
1025,641,792,1504,1744,14,8,Broomfield County,METRO19740M19740,"Denver-Aurora-Broomfield, CO MSA",Broomfield County,55889,CO
621,422,520,777,830,35,47,Cumberland County,NCNTY47035N47035,"Cumberland County, TN",Cumberland County,56053,TN
654,453,517,835,992,67,51,Franklin County,METRO40220N51067,"Franklin County, VA HUD Metro FMR Area",Franklin County,56159,VA
1582,1134,1267,1970,2142,17,25,Middlesex County,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Medford city,56173,MA
1201,882,888,1501,2127,45,8,Garfield County,NCNTY08045N08045,"Garfield County, CO",Garfield County,56389,CO
690,557,564,1012,1015,49,54,Marion County,NCNTY54049N54049,"Marion County, WV",Marion County,56418,WV
1582,1134,1267,1970,2142,23,25,Plymouth County,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Plymouth town,56468,MA
714,574,578,974,1027,65,37,Edgecombe County,METRO40580M40580,"Rocky Mount, NC MSA",Edgecombe County,56552,NC
828,540,666,1104,1288,11,18,Boone County,METRO26900M26900,"Indianapolis, IN HUD Metro FMR Area",Boone County,56640,IN
622,479,482,866,874,147,39,Seneca County,NCNTY39147N39147,"Seneca County, OH",Seneca County,56745,OH
648,454,504,848,959,73,47,Hawkins County,METRO28700M28700,"Kingsport-Bristol-Bristol, TN-VA MSA",Hawkins County,56833,TN
770,515,569,1086,1157,21,55,Columbia County,METRO31540N55021,"Columbia County, WI HUD Metro FMR Area",Columbia County,56833,WI
637,424,507,910,935,111,27,Otter Tail County,NCNTY27111N27111,"Otter Tail County, MN",Otter Tail County,57303,MN
811,572,684,1065,1198,9,1,Blount County,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",Blount County,57322,AL
1291,1009,1016,1623,2056,103,42,Pike County,METRO35620MM5660,"Pike County, PA HUD Metro FMR Area",Pike County,57369,PA
683,458,544,934,1171,19,47,Carter County,METRO27740M27740,"Johnson City, TN MSA",Carter County,57424,TN
792,640,668,986,1058,105,37,Lee County,NCNTY37105N37105,"Lee County, NC",Lee County,57866,NC
712,560,601,1039,1217,113,22,Vermilion Parish,NCNTY22113N22113,"Vermilion Parish, LA",Vermilion Parish,57999,LA
637,515,520,793,851,47,37,Columbus County,NCNTY37047N37047,"Columbus County, NC",Columbus County,58098,NC
656,485,492,896,899,145,29,Newton County,METRO27900M27900,"Joplin, MO MSA",Newton County,58114,MO
794,565,596,1025,1301,45,49,Tooele County,METRO41620N49045,"Tooele County, UT HUD Metro FMR Area",Tooele County,58218,UT
1170,749,939,1457,1693,3,9,Hartford County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",Manchester town,58241,CT
745,527,628,973,1319,1,48,Anderson County,NCNTY48001N48001,"Anderson County, TX",Anderson County,58458,TX
650,502,544,877,1055,69,72,Humacao Municipio,METRO41980MM7440,"San Juan-Guaynabo, PR HUD Metro FMR Area",Humacao Municipio,58466,PR
717,520,560,893,992,195,17,Whiteside County,NCNTY17195N17195,"Whiteside County, IL",Whiteside County,58498,IL
637,503,506,793,931,61,37,Duplin County,NCNTY37061N37061,"Duplin County, NC",Duplin County,58505,NC
677,417,524,845,905,79,31,Hall County,NCNTY31079N31079,"Hall County, NE",Hall County,58607,NE
1582,1134,1267,1970,2142,21,25,Norfolk County,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Brookline town,58732,MA
753,491,557,995,1334,71,53,Walla Walla County,NCNTY53071N53071,"Walla Walla County, WA",Walla Walla County,58781,WA
613,461,517,810,1086,125,21,Laurel County,NCNTY21125N21125,"Laurel County, KY",Laurel County,58849,KY
724,462,560,1067,1262,27,27,Clay County,METRO22020M22020,"Fargo, ND-MN MSA",Clay County,58999,MN
704,543,546,977,1247,87,37,Haywood County,METRO11700N37087,"Haywood County, NC HUD Metro FMR Area",Haywood County,59036,NC
844,502,624,1051,1128,497,48,Wise County,METRO19100N48497,"Wise County, TX HUD Metro FMR Area",Wise County,59127,TX
725,511,536,950,1012,15,26,Barry County,METRO24340N26015,"Barry County, MI HUD Metro FMR Area",Barry County,59173,MI
1255,786,986,1642,1778,1,9,Fairfield County,METRO14860MM1160,"Bridgeport, CT HUD Metro FMR Area",Fairfield town,59404,CT
1582,1134,1267,1970,2142,17,25,Middlesex County,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Malden city,59450,MA
714,425,547,889,976,107,37,Lenoir County,NCNTY37107N37107,"Lenoir County, NC",Lenoir County,59495,NC
636,378,481,893,1007,77,39,Huron County,NCNTY39077N39077,"Huron County, OH",Huron County,59626,OH
650,502,544,877,1055,145,72,Vega Baja Municipio,METRO41980MM7440,"San Juan-Guaynabo, PR HUD Metro FMR Area",Vega Baja Municipio,59662,PR
787,568,609,1003,1095,173,18,Warrick County,METRO21780M21780,"Evansville, IN-KY HUD Metro FMR Area",Warrick County,59689,IN
705,464,595,986,990,87,28,Lowndes County,NCNTY28087N28087,"Lowndes County, MS",Lowndes County,59779,MS
788,637,662,981,1070,77,37,Granville County,NCNTY37077N37077,"Granville County, NC",Granville County,59916,NC
808,498,644,1036,1143,37,36,Genesee County,NCNTY36037N36037,"Genesee County, NY",Genesee County,60079,NY
778,571,575,1032,1300,43,45,Georgetown County,NCNTY45043N45043,"Georgetown County, SC",Georgetown County,60158,SC
733,451,542,970,1088,77,17,Jackson County,NCNTY17077N17077,"Jackson County, IL",Jackson County,60218,IL
755,519,607,1045,1182,185,21,Oldham County,METRO31140M31140,"Louisville, KY-IN HUD Metro FMR Area",Oldham County,60316,KY
1170,749,939,1457,1693,3,9,Hartford County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",Bristol town,60477,CT
818,601,605,1019,1165,157,13,Jackson County,NCNTY13157N13157,"Jackson County, GA",Jackson County,60485,GA
655,440,552,873,978,47,40,Garfield County,NCNTY40047N40047,"Garfield County, OK",Garfield County,60580,OK
646,384,490,892,1128,167,37,Stanly County,NCNTY37167N37167,"Stanly County, NC",Stanly County,60585,NC
901,650,760,1167,1449,69,37,Franklin County,METRO39580M39580,"Raleigh-Cary, NC MSA",Franklin County,60619,NC
1582,1134,1267,1970,2142,17,25,Middlesex County,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Waltham city,60632,MA
866,516,640,1172,1177,45,53,Mason County,NCNTY53045N53045,"Mason County, WA",Mason County,60699,WA
1223,812,980,1523,1690,9,9,New Haven County,METRO35300MM5480,"New Haven-Meriden, CT HUD Metro FMR Area",Meriden town,60868,CT
1163,794,906,1448,1554,9,25,Essex County,METRO14460MM4160,"Lawrence, MA-NH HUD Metro FMR Area",Haverhill city,60879,MA
690,546,551,962,1033,83,39,Knox County,NCNTY39083N39083,"Knox County, OH",Knox County,60921,OH
614,417,504,811,1087,143,39,Sandusky County,NCNTY39143N39143,"Sandusky County, OH",Sandusky County,60944,OH
443,350,369,570,606,5,72,Aguadilla Municipio,METRO10380M10380,"Aguadilla-Isabela-San Sebastián, PR MSA",Aguadilla Municipio,60949,PR
1223,812,980,1523,1690,9,9,New Haven County,METRO35300MM5480,"New Haven-Meriden, CT HUD Metro FMR Area",Hamden town,60960,CT
637,451,471,793,1016,427,48,Starr County,NCNTY48427N48427,"Starr County, TX",Starr County,60968,TX
836,617,705,1142,1273,167,47,Tipton County,METRO32820M32820,"Memphis, TN-MS-AR HUD Metro FMR Area",Tipton County,61081,TN
1692,1124,1362,2107,2622,1,9,Fairfield County,METRO14860MM8040,"Stamford-Norwalk, CT HUD Metro FMR Area",Greenwich town,61171,CT
687,486,554,909,981,149,26,St. Joseph County,NCNTY26149N26149,"St. Joseph County, MI",St. Joseph County,61295,MI
1235,878,937,1820,1894,101,38,Ward County,NCNTY38101N38101,"Ward County, ND",Ward County,61675,ND
692,539,583,926,1175,55,45,Kershaw County,METRO17900N45055,"Kershaw County, SC HUD Metro FMR Area",Kershaw County,61697,SC
623,463,466,851,1103,115,5,Pope County,NCNTY05115N05115,"Pope County, AR",Pope County,61754,AR
637,492,495,856,859,1,22,Acadia Parish,NCNTY22001N22001,"Acadia Parish, LA",Acadia Parish,61773,LA
623,442,477,836,920,167,39,Washington County,METRO37620M37620,"Parkersburg-Marietta-Vienna, WV-OH MSA",Washington County,61778,OH
638,484,487,850,958,33,5,Crawford County,METRO22900M22900,"Fort Smith, AR-OK HUD Metro FMR Area",Crawford County,61948,AR
817,563,623,1024,1092,111,55,Sauk County,NCNTY55111N55111,"Sauk County, WI",Sauk County,61976,WI
877,652,706,1179,1253,77,36,Otsego County,NCNTY36077N36077,"Otsego County, NY",Otsego County,62259,NY
608,472,475,757,813,55,54,Mercer County,NCNTY54055N54055,"Mercer County, WV",Mercer County,62264,WV
790,531,617,1163,1205,17,55,Chippewa County,METRO20740M20740,"Eau Claire, WI MSA",Chippewa County,62415,WI
686,408,558,906,1113,87,39,Lawrence County,METRO26580M26580,"Huntington-Ashland, WV-KY-OH MSA",Lawrence County,62450,OH
767,457,567,1130,1134,35,27,Crow Wing County,NCNTY27035N27035,"Crow Wing County, MN",Crow Wing County,62500,MN
679,468,517,910,1064,63,47,Hamblen County,METRO34100M34100,"Morristown, TN MSA",Hamblen County,62544,TN
680,507,513,912,915,15,42,Bradford County,NCNTY42015N42015,"Bradford County, PA",Bradford County,62622,PA
733,493,562,1038,1279,11,41,Coos County,NCNTY41011N41011,"Coos County, OR",Coos County,63043,OR
606,467,470,840,947,199,21,Pulaski County,NCNTY21199N21199,"Pulaski County, KY",Pulaski County,63063,KY
951,761,765,1233,1582,21,36,Columbia County,NCNTY36021N36021,"Columbia County, NY",Columbia County,63096,NY
1074,690,884,1443,1647,115,36,Washington County,METRO24020M24020,"Glens Falls, NY MSA",Washington County,63216,NY
1170,749,939,1457,1693,3,9,Hartford County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",West Hartford town,63268,CT
698,521,554,988,1121,117,26,Montcalm County,NCNTY26117N26117,"Montcalm County, MI",Montcalm County,63342,MI
721,531,534,973,1156,49,30,Lewis and Clark County,NCNTY30049N30049,"Lewis and Clark County, MT",Lewis and Clark County,63395,MT
637,379,513,860,989,163,37,Sampson County,NCNTY37163N37163,"Sampson County, NC",Sampson County,63431,NC
805,619,645,1136,1412,179,13,Liberty County,METRO25980M25980,"Hinesville-Fort Stewart, GA HUD Metro FMR Area",Liberty County,63453,GA
890,529,658,1255,1439,103,6,Tehama County,NCNTY06103N06103,"Tehama County, CA",Tehama County,63463,CA
901,615,760,1162,1361,37,37,Chatham County,METRO20500M20500,"Durham-Chapel Hill, NC HUD Metro FMR Area",Chatham County,63505,NC
640,410,521,906,910,143,51,Pittsylvania County,METRO19260M19260,"Danville, VA MSA",Pittsylvania County,63506,VA
680,419,574,992,1204,35,35,Otero County,NCNTY35035N35035,"Otero County, NM",Otero County,63797,NM
719,541,545,969,1046,67,26,Ionia County,METRO24340N26067,"Ionia County, MI HUD Metro FMR Area",Ionia County,63905,MI
729,486,586,991,1117,47,13,Catoosa County,METRO16860M16860,"Chattanooga, TN-GA MSA",Catoosa County,63942,GA
747,522,597,1025,1323,13,27,Blue Earth County,METRO31860M31860,"Mankato-North Mankato, MN MSA",Blue Earth County,64013,MN
954,738,805,1263,1535,255,13,Spalding County,METRO12060M12060,"Atlanta-Sandy Springs-Marietta, GA HUD Metro FMR Area",Spalding County,64073,GA
879,523,650,1274,1281,131,27,Rice County,NCNTY27131N27131,"Rice County, MN",Rice County,64142,MN
705,463,521,991,1056,155,20,Reno County,NCNTY20155N20155,"Reno County, KS",Reno County,64511,KS
834,644,655,1105,1241,43,36,Herkimer County,METRO46540M46540,"Utica-Rome, NY MSA",Herkimer County,64519,NY
769,592,613,958,1028,347,48,Nacogdoches County,NCNTY48347N48347,"Nacogdoches County, TX",Nacogdoches County,64524,TX
940,690,695,1385,1400,33,6,Lake County,NCNTY06033N06033,"Lake County, CA",Lake County,64665,CA
872,640,645,1108,1173,25,35,Lea County,NCNTY35025N35025,"Lea County, NM",Lea County,64727,NM
741,599,625,932,991,9,39,Athens County,NCNTY39009N39009,"Athens County, OH",Athens County,64757,OH
892,580,696,1182,1389,409,48,San Patricio County,METRO18580M18580,"Corpus Christi, TX HUD Metro FMR Area",San Patricio County,64804,TX
745,547,551,959,996,195,21,Pike County,NCNTY21195N21195,"Pike County, KY",Pike County,65024,KY
1589,1272,1340,2127,2671,61,51,Fauquier County,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Fauquier County,65203,VA
1036,714,820,1296,1470,25,42,Carbon County,METRO10900M10900,"Allentown-Bethlehem-Easton, PA HUD Metro FMR Area",Carbon County,65249,PA
704,517,520,950,1042,187,29,St. Francois County,NCNTY29187N29187,"St. Francois County, MO",St. Francois County,65359,MO
882,595,724,1112,1188,51,36,Livingston County,METRO40380M40380,"Rochester, NY MSA",Livingston County,65393,NY
1130,913,939,1562,1966,199,51,York County,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",York County,65464,VA
665,519,523,828,889,145,21,McCracken County,NCNTY21145N21145,"McCracken County, KY",McCracken County,65565,KY
651,410,522,854,870,203,48,Harrison County,NCNTY48203N48203,"Harrison County, TX",Harrison County,65631,TX
695,468,514,981,1212,5,35,Chaves County,NCNTY35005N35005,"Chaves County, NM",Chaves County,65645,NM
1074,690,884,1443,1647,113,36,Warren County,METRO24020M24020,"Glens Falls, NY MSA",Warren County,65707,NY
793,482,596,1094,1206,15,20,Butler County,METRO48620M48620,"Wichita, KS HUD Metro FMR Area",Butler County,65880,KS
1135,799,942,1414,1518,33,34,Salem County,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Salem County,66083,NJ
819,550,660,1140,1214,49,19,Dallas County,METRO19780M19780,"Des Moines-West Des Moines, IA MSA",Dallas County,66135,IA
1065,724,862,1409,1480,5,23,Cumberland County,METRO38860MM6400,"Portland, ME HUD Metro FMR Area",Portland city,66194,ME
902,653,754,1199,1287,147,47,Robertson County,METRO34980M34980,"Nashville-Davidson--Murfreesboro--Franklin, TN MSA",Robertson County,66283,TN
695,510,514,981,1231,199,17,Williamson County,NCNTY17199N17199,"Williamson County, IL",Williamson County,66357,IL
727,448,589,1048,1268,35,41,Klamath County,NCNTY41035N41035,"Klamath County, OR",Klamath County,66380,OR
739,597,623,1057,1309,31,37,Carteret County,NCNTY37031N37031,"Carteret County, NC",Carteret County,66469,NC
747,513,582,990,1096,101,39,Marion County,NCNTY39101N39101,"Marion County, OH",Marion County,66501,OH
634,377,499,816,910,59,45,Laurens County,METRO24860N45059,"Laurens County, SC HUD Metro FMR Area",Laurens County,66537,SC
769,471,574,1041,1254,35,38,Grand Forks County,METRO24220M24220,"Grand Forks, ND-MN MSA",Grand Forks County,66861,ND
1130,913,939,1562,1966,95,51,James City County,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",James City County,67009,VA
588,475,485,812,987,127,1,Walker County,METRO13820N01127,"Walker County, AL HUD Metro FMR Area",Walker County,67023,AL
733,592,608,1001,1005,285,13,Troup County,NCNTY13285N13285,"Troup County, GA",Troup County,67044,GA
755,520,591,940,1009,103,26,Marquette County,NCNTY26103N26103,"Marquette County, MI",Marquette County,67077,MI
1748,1281,1292,2379,2817,7,15,Kauai County,NCNTY15007N15007,"Kauai County, HI",Kauai County,67091,HI
652,388,482,897,1048,1,17,Adams County,NCNTY17001N17001,"Adams County, IL",Adams County,67103,IL
713,558,562,918,1237,37,42,Columbia County,NCNTY42037N42037,"Columbia County, PA",Columbia County,67295,PA
