Rent50_2,Rent50_0,Rent50_1,Rent50_3,Rent50_4,county,State,countyname,CBSASub,Areaname,county_town_name,pop2010,state_alpha
863,555,716,1272,1528,23,12,Columbia County,NCNTY12023N12023,"Columbia County, FL",Columbia County,67531,FL
908,540,766,1153,1213,67,28,Jones County,NCNTY28067N28067,"Jones County, MS",Jones County,67761,MS
637,515,537,903,1061,161,37,Rutherford County,NCNTY37161N37161,"Rutherford County, NC",Rutherford County,67810,NC
742,512,626,1008,1012,471,48,Walker County,NCNTY48471N48471,"Walker County, TX",Walker County,67861,TX
1582,1134,1267,1970,2142,17,25,Middlesex County,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Framingham town,68318,MA
786,566,654,1098,1220,85,5,Lonoke County,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",Lonoke County,68356,AR
701,525,574,897,1034,19,51,Bedford County,METRO31340M31340,"Lynchburg, VA MSA",Bedford County,68676,VA
717,571,597,893,1082,31,45,Darlington County,METRO22500N45031,"Darlington County, SC HUD Metro FMR Area",Darlington County,68681,SC
729,486,586,991,1117,295,13,Walker County,METRO16860M16860,"Chattanooga, TN-GA MSA",Walker County,68756,GA
620,421,517,824,836,59,47,Greene County,NCNTY47059N47059,"Greene County, TN",Greene County,68831,TN
828,540,666,1104,1288,109,18,Morgan County,METRO26900M26900,"Indianapolis, IN HUD Metro FMR Area",Morgan County,68894,IN
674,507,528,890,1002,177,18,Wayne County,NCNTY18177N18177,"Wayne County, IN",Wayne County,68917,IN
646,384,477,816,889,5,42,Armstrong County,METRO38300N42005,"Armstrong County, PA HUD Metro FMR Area",Armstrong County,68941,PA
808,629,633,1046,1097,33,54,Harrison County,NCNTY54033N54033,"Harrison County, WV",Harrison County,69099,WV
637,478,537,793,1064,193,37,Wilkes County,NCNTY37193N37193,"Wilkes County, NC",Wilkes County,69340,NC
954,738,805,1263,1535,13,13,Barrow County,METRO12060M12060,"Atlanta-Sandy Springs-Marietta, GA HUD Metro FMR Area",Barrow County,69367,GA
766,562,566,969,1026,125,40,Pottawatomie County,NCNTY40125N40125,"Pottawatomie County, OK",Pottawatomie County,69442,OK
662,506,510,874,914,47,45,Greenwood County,NCNTY45047N45047,"Greenwood County, SC",Greenwood County,69661,SC
614,432,499,823,943,81,39,Jefferson County,METRO44600M44600,"Steubenville-Weirton, OH-WV MSA",Jefferson County,69709,OH
786,496,603,1066,1188,37,40,Creek County,METRO46140M46140,"Tulsa, OK HUD Metro FMR Area",Creek County,69967,OK
828,540,666,1104,1288,59,18,Hancock County,METRO26900M26900,"Indianapolis, IN HUD Metro FMR Area",Hancock County,70002,IN
725,434,540,903,989,97,55,Portage County,NCNTY55097N55097,"Portage County, WI",Portage County,70019,WI
654,407,485,865,949,53,18,Grant County,NCNTY18053N18053,"Grant County, IN",Grant County,70061,IN
796,554,625,1153,1400,31,13,Bulloch County,NCNTY13031N13031,"Bulloch County, GA",Bulloch County,70217,GA
731,457,617,970,1187,73,26,Isabella County,NCNTY26073N26073,"Isabella County, MI",Isabella County,70311,MI
614,466,493,788,821,13,39,Belmont County,METRO48540M48540,"Wheeling, WV-OH MSA",Belmont County,70400,OH
710,422,525,892,949,155,26,Shiawassee County,NCNTY26155N26155,"Shiawassee County, MI",Shiawassee County,70648,MI
626,391,477,875,913,101,40,Muskogee County,NCNTY40101N40101,"Muskogee County, OK",Muskogee County,70990,OK
615,366,475,769,981,49,1,DeKalb County,NCNTY01049N01049,"DeKalb County, AL",DeKalb County,71109,AL
831,628,632,1197,1472,161,20,Riley County,METRO31740M31740,"Manhattan, KS MSA",Riley County,71115,KS
984,715,806,1226,1467,7,44,Providence County,METRO39300M39300,"Providence-Fall River, RI-MA HUD Metro FMR Area",Pawtucket city,71148,RI
836,506,618,1200,1206,9,53,Clallam County,NCNTY53009N53009,"Clallam County, WA",Clallam County,71404,WA
637,491,537,793,851,31,35,McKinley County,NCNTY35031N35031,"McKinley County, NM",McKinley County,71492,NM
637,385,471,797,958,1,4,Apache County,NCNTY04001N04001,"Apache County, AZ",Apache County,71518,AZ
837,542,654,1209,1432,115,6,Yuba County,METRO49700M49700,"Yuba City, CA MSA",Yuba County,72155,CA
622,422,477,890,977,141,47,Putnam County,NCNTY47141N47141,"Putnam County, TN",Putnam County,72321,TN
860,512,636,1082,1523,7,53,Chelan County,METRO48300M48300,"Wenatchee-East Wenatchee, WA MSA",Chelan County,72453,WA
716,477,554,1022,1057,27,53,Grays Harbor County,NCNTY53027N53027,"Grays Harbor County, WA",Grays Harbor County,72797,WA
786,496,603,1066,1188,145,40,Wagoner County,METRO46140M46140,"Tulsa, OK HUD Metro FMR Area",Wagoner County,73085,OK
1536,1128,1135,2003,2053,87,12,Monroe County,NCNTY12087N12087,"Monroe County, FL",Monroe County,73090,FL
1170,749,939,1457,1693,3,9,Hartford County,METRO25540M25540,"Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area",New Britain town,73206,CT
755,554,558,940,1009,45,22,Iberia Parish,NCNTY22045N22045,"Iberia Parish, LA",Iberia Parish,73240,LA
994,671,827,1311,1604,89,12,Nassau County,METRO27260M27260,"Jacksonville, FL HUD Metro FMR Area",Nassau County,73314,FL
847,593,662,1111,1220,53,36,Madison County,METRO45060M45060,"Syracuse, NY MSA",Madison County,73442,NY
637,515,537,939,1128,171,37,Surry County,NCNTY37171N37171,"Surry County, NC",Surry County,73673,NC
762,488,603,1005,1333,15,51,Augusta County,NCNTY51015N51015,"Augusta County-Staunton city-Waynesboro city, VA HUD Nonmetro FMR Area",Augusta County,73750,VA
802,539,615,1063,1152,47,21,Christian County,METRO17300M17300,"Clarksville, TN-KY HUD Metro FMR Area",Christian County,73955,KY
650,502,544,877,1055,135,72,Toa Alta Municipio,METRO41980MM7440,"San Juan-Guaynabo, PR HUD Metro FMR Area",Toa Alta Municipio,74066,PR
1074,696,853,1454,1762,21,48,Bastrop County,METRO12420M12420,"Austin-Round Rock-San Marcos, TX MSA",Bastrop County,74171,TX
645,507,510,803,1008,73,45,Oconee County,NCNTY45073N45073,"Oconee County, SC",Oconee County,74273,SC
755,519,607,1045,1182,29,21,Bullitt County,METRO31140M31140,"Louisville, KY-IN HUD Metro FMR Area",Bullitt County,74319,KY
680,548,551,847,909,107,12,Putnam County,NCNTY12107N12107,"Putnam County, FL",Putnam County,74364,FL
755,519,607,1045,1182,43,18,Floyd County,METRO31140M31140,"Louisville, KY-IN HUD Metro FMR Area",Floyd County,74578,IN
690,460,533,924,1023,141,55,Wood County,NCNTY55141N55141,"Wood County, WI",Wood County,74749,WI
679,415,530,992,1025,63,39,Hancock County,NCNTY39063N39063,"Hancock County, OH",Hancock County,74782,OH
650,502,544,877,1055,139,72,Trujillo Alto Municipio,METRO41980MM7440,"San Juan-Guaynabo, PR HUD Metro FMR Area",Trujillo Alto Municipio,74842,PR
764,565,596,1023,1076,35,28,Forrest County,METRO25620M25620,"Hattiesburg, MS MSA",Forrest County,74934,MS
637,454,537,867,988,1,24,Allegany County,METRO19060M19060,"Cumberland, MD-WV MSA",Allegany County,75087,MD
824,524,668,1101,1237,1,47,Anderson County,METRO28940M28940,"Knoxville, TN MSA",Anderson County,75129,TN
819,517,658,1089,1320,37,26,Clinton County,METRO29620M29620,"Lansing-East Lansing, MI MSA",Clinton County,75382,MI
790,578,593,1164,1321,99,48,Coryell County,METRO28660M28660,"Killeen-Temple-Fort Hood, TX HUD Metro FMR Area",Coryell County,75388,TX
819,574,607,1207,1451,53,41,Polk County,METRO41420M41420,"Salem, OR MSA",Polk County,75403,OR
806,532,609,1188,1411,25,56,Natrona County,METRO16220M16220,"Casper, WY MSA",Natrona County,75450,WY
770,489,578,1012,1169,41,53,Lewis County,NCNTY53041N53041,"Lewis County, WA",Lewis County,75455,WA
701,525,574,897,1034,680,51,Lynchburg city,METRO31340M31340,"Lynchburg, VA MSA",Lynchburg city,75568,VA
926,623,750,1264,1563,291,48,Liberty County,METRO26420M26420,"Houston-Baytown-Sugar Land, TX HUD Metro FMR Area",Liberty County,75643,TX
726,432,537,942,1148,31,29,Cape Girardeau County,METRO16020M16020,"Cape Girardeau-Jackson, MO-IL MSA",Cape Girardeau County,75674,MO
1582,1134,1267,1970,2142,17,25,Middlesex County,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Somerville city,75754,MA
736,438,551,967,1304,59,41,Umatilla County,NCNTY41059N41059,"Umatilla County, OR",Umatilla County,75889,OR
686,408,507,955,986,51,29,Cole County,METRO27620N29051,"Jefferson City, MO HUD Metro FMR Area",Cole County,75990,MO
907,569,732,1243,1384,103,20,Leavenworth County,METRO28140M28140,"Kansas City, MO-KS HUD Metro FMR Area",Leavenworth County,76227,KS
760,493,598,1000,1217,159,26,Van Buren County,METRO28020M28020,"Kalamazoo-Portage, MI MSA",Van Buren County,76258,MI
787,600,604,1000,1394,165,51,Rockingham County,METRO25500M25500,"Harrisonburg, VA MSA",Rockingham County,76314,VA
1163,794,906,1448,1554,9,25,Essex County,METRO14460MM4160,"Lawrence, MA-NH HUD Metro FMR Area",Lawrence city,76377,MA
849,552,693,1229,1504,61,35,Valencia County,METRO10740M10740,"Albuquerque, NM MSA",Valencia County,76569,NM
683,538,541,940,1006,57,45,Lancaster County,NCNTY45057N45057,"Lancaster County, SC",Lancaster County,76652,SC
885,650,711,1164,1201,5,18,Bartholomew County,METRO18020M18020,"Columbus, IN MSA",Bartholomew County,76794,IN
612,449,452,902,948,145,5,White County,NCNTY05145N05145,"White County, AR",White County,77076,AR
840,500,681,1095,1123,43,39,Erie County,METRO41780M41780,"Sandusky, OH MSA",Erie County,77079,OH
709,496,545,931,1209,83,16,Twin Falls County,NCNTY16083N16083,"Twin Falls County, ID",Twin Falls County,77230,ID
729,454,560,1062,1291,119,40,Payne County,NCNTY40119N40119,"Payne County, OK",Payne County,77350,OK
723,472,540,936,1069,85,18,Kosciusko County,NCNTY18085N18085,"Kosciusko County, IN",Kosciusko County,77358,IN
694,468,515,1022,1026,43,29,Christian County,METRO44180M44180,"Springfield, MO HUD Metro FMR Area",Christian County,77422,MO
687,439,516,860,1052,69,5,Jefferson County,METRO38220M38220,"Pine Bluff, AR MSA",Jefferson County,77435,AR
978,783,788,1272,1732,105,36,Sullivan County,NCNTY36105N36105,"Sullivan County, NY",Sullivan County,77547,NY
637,446,524,793,897,111,42,Somerset County,NCNTY42111N42111,"Somerset County, PA",Somerset County,77742,PA
741,502,548,935,1201,141,39,Ross County,NCNTY39141N39141,"Ross County, OH",Ross County,78064,OH
790,540,617,1056,1361,21,53,Franklin County,METRO28420M28420,"Kennewick-Pasco-Richland, WA MSA",Franklin County,78163,WA
658,532,555,896,900,109,37,Lincoln County,NCNTY37109N37109,"Lincoln County, NC",Lincoln County,78265,NC
877,621,678,1193,1489,69,51,Frederick County,METRO49020M49020,"Winchester, VA-WV MSA",Frederick County,78305,VA
976,644,772,1302,1572,397,48,Rockwall County,METRO19100M19100,"Dallas, TX HUD Metro FMR Area",Rockwall County,78337,TX
949,599,726,1398,1463,29,53,Island County,NCNTY53029N53029,"Island County, WA",Island County,78506,WA
736,595,601,964,1190,213,48,Henderson County,NCNTY48213N48213,"Henderson County, TX",Henderson County,78532,TX
712,537,540,887,952,81,54,Raleigh County,NCNTY54081N54081,"Raleigh County, WV",Raleigh County,78859,WV
761,606,640,1046,1244,51,1,Elmore County,METRO33860M33860,"Montgomery, AL MSA",Elmore County,79303,AL
614,419,518,765,903,145,39,Scioto County,NCNTY39145N39145,"Scioto County, OH",Scioto County,79499,OH
718,527,531,894,1005,127,13,Glynn County,METRO15260M15260,"Brunswick, GA MSA",Glynn County,79626,GA
775,573,609,1016,1213,11,36,Cayuga County,NCNTY36011N36011,"Cayuga County, NY",Cayuga County,80026,NY
636,433,536,909,1126,75,28,Lauderdale County,NCNTY28075N28075,"Lauderdale County, MS",Lauderdale County,80261,MS
699,506,554,928,993,9,36,Cattaraugus County,NCNTY36009N36009,"Cattaraugus County, NY",Cattaraugus County,80317,NY
984,715,806,1226,1467,7,44,Providence County,METRO39300M39300,"Providence-Fall River, RI-MA HUD Metro FMR Area",Cranston city,80387,RI
619,497,506,780,827,43,1,Cullman County,NCNTY01043N01043,"Cullman County, AL",Cullman County,80406,AL
1694,1099,1252,2112,2672,1,9,Fairfield County,METRO14860MM1930,"Danbury, CT HUD Metro FMR Area",Danbury town,80893,CT
654,489,492,878,1004,119,47,Maury County,NCNTY47119N47119,"Maury County, TN",Maury County,80956,TN
857,548,633,1140,1145,195,37,Wilson County,NCNTY37195N37195,"Wilson County, NC",Wilson County,81234,NC
756,533,604,1071,1264,15,38,Burleigh County,METRO13900M13900,"Bismarck, ND MSA",Burleigh County,81308,ND
670,501,523,969,988,13,30,Cascade County,METRO24500M24500,"Great Falls, MT MSA",Cascade County,81327,MT
647,432,485,806,970,71,55,Manitowoc County,NCNTY55071N55071,"Manitowoc County, WI",Manitowoc County,81442,WI
758,555,606,962,1013,183,17,Vermilion County,METRO19180M19180,"Danville, IL MSA",Vermilion County,81625,IL
637,450,495,853,856,33,42,Clearfield County,NCNTY42033N42033,"Clearfield County, PA",Clearfield County,81642,PA
881,567,710,1155,1177,361,48,Orange County,METRO13140M13140,"Beaumont-Port Arthur, TX MSA",Orange County,81837,TX
866,604,678,1162,1254,19,36,Clinton County,NCNTY36019N36019,"Clinton County, NY",Clinton County,82128,NY
601,441,444,821,824,121,1,Talladega County,NCNTY01121N01121,"Talladega County, AL",Talladega County,82291,AL
984,715,806,1226,1467,3,44,Kent County,METRO39300M39300,"Providence-Fall River, RI-MA HUD Metro FMR Area",Warwick city,82672,RI
863,513,655,1247,1363,33,41,Josephine County,NCNTY41033N41033,"Josephine County, OR",Josephine County,82713,OR
707,503,523,947,1034,67,18,Howard County,METRO29020M29020,"Kokomo, IN MSA",Howard County,82752,IN
738,535,598,1015,1073,83,1,Limestone County,METRO26620M26620,"Huntsville, AL MSA",Limestone County,82782,AL
637,379,477,939,1128,5,16,Bannock County,METRO38540M38540,"Pocatello, ID MSA",Bannock County,82839,ID
646,384,545,879,882,81,28,Lee County,NCNTY28081N28081,"Lee County, MS",Lee County,82910,MS
639,488,491,905,1132,151,21,Madison County,NCNTY21151N21151,"Madison County, KY",Madison County,82916,KY
639,516,539,836,1040,27,37,Caldwell County,METRO25860M25860,"Hickory-Lenoir-Morganton, NC MSA",Caldwell County,83029,NC
637,428,471,798,851,97,22,St. Landry Parish,NCNTY22097N22097,"St. Landry Parish, LA",St. Landry Parish,83384,LA
811,572,684,1065,1198,115,1,St. Clair County,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",St. Clair County,83593,AL
778,596,599,1146,1261,111,26,Midland County,NCNTY26111N26111,"Midland County, MI",Midland County,83629,MI
853,507,650,1151,1283,55,55,Jefferson County,NCNTY55055N55055,"Jefferson County, WI",Jefferson County,83686,WI
954,738,805,1263,1535,297,13,Walton County,METRO12060M12060,"Atlanta-Sandy Springs-Marietta, GA HUD Metro FMR Area",Walton County,83768,GA
1008,648,806,1419,1676,109,55,St. Croix County,METRO33460M33460,"Minneapolis-St. Paul-Bloomington, MN-WI MSA",St. Croix County,84345,WI
1130,913,939,1562,1966,800,51,Suffolk city,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Suffolk city,84585,VA
1582,1134,1267,1970,2142,17,25,Middlesex County,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Newton city,85146,MA
954,738,805,1263,1535,247,13,Rockdale County,METRO12060M12060,"Atlanta-Sandy Springs-Marietta, GA HUD Metro FMR Area",Rockdale County,85215,GA
869,517,663,1281,1539,3,41,Benton County,METRO18700M18700,"Corvallis, OR MSA",Benton County,85579,OR
1692,1124,1362,2107,2622,1,9,Fairfield County,METRO14860MM8040,"Stamford-Norwalk, CT HUD Metro FMR Area",Norwalk town,85603,CT
683,406,557,979,1076,119,39,Muskingum County,NCNTY39119N39119,"Muskingum County, OH",Muskingum County,86074,OH
976,644,772,1302,1572,231,48,Hunt County,METRO19100M19100,"Dallas, TX HUD Metro FMR Area",Hunt County,86129,TX
862,557,686,1100,1189,89,55,Ozaukee County,METRO33340M33340,"Milwaukee-Waukesha-West Allis, WI MSA",Ozaukee County,86395,WI
1262,851,967,1696,1969,11,33,Hillsborough County,METRO31700MM5350,"Nashua, NH HUD Metro FMR Area",Nashua city,86494,NH
757,572,626,990,1115,5,48,Angelina County,NCNTY48005N48005,"Angelina County, TX",Angelina County,86771,TX
788,584,623,981,1257,469,48,Victoria County,METRO47020M47020,"Victoria, TX HUD Metro FMR Area",Victoria County,86793,TX
786,496,603,1066,1188,131,40,Rogers County,METRO46140M46140,"Tulsa, OK HUD Metro FMR Area",Rogers County,86905,OK
623,442,477,836,920,107,54,Wood County,METRO37620M37620,"Parkersburg-Marietta-Vienna, WV-OH MSA",Wood County,86956,WV
854,612,643,1144,1148,55,26,Grand Traverse County,NCNTY26055N26055,"Grand Traverse County, MI",Grand Traverse County,86986,MI
1004,710,760,1383,1672,45,6,Mendocino County,NCNTY06045N06045,"Mendocino County, CA",Mendocino County,87841,CA
693,560,576,1016,1222,125,37,Moore County,NCNTY37125N37125,"Moore County, NC",Moore County,88247,NC
904,545,693,1206,1317,87,26,Lapeer County,METRO19820M19820,"Detroit-Warren-Livonia, MI HUD Metro FMR Area",Lapeer County,88319,MI
1008,648,806,1419,1676,141,27,Sherburne County,METRO33460M33460,"Minneapolis-St. Paul-Bloomington, MN-WI MSA",Sherburne County,88499,MN
1589,1272,1340,2127,2671,9,24,Calvert County,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Calvert County,88737,MD
773,460,589,986,1033,27,55,Dodge County,NCNTY55027N55027,"Dodge County, WI",Dodge County,88759,WI
690,501,558,913,1000,39,42,Crawford County,NCNTY42039N42039,"Crawford County, PA",Crawford County,88765,PA
849,539,647,1088,1219,15,36,Chemung County,METRO21300M21300,"Elmira, NY MSA",Chemung County,88830,NY
984,715,806,1226,1467,5,25,Bristol County,METRO39300M39300,"Providence-Fall River, RI-MA HUD Metro FMR Area",Fall River city,88857,MA
738,596,622,993,997,63,42,Indiana County,NCNTY42063N42063,"Indiana County, PA",Indiana County,88880,PA
1131,739,854,1667,2003,170,2,Matanuska-Susitna Borough,METRO11260N02170,"Matanuska-Susitna Borough, AK HUD Metro FMR Area",Matanuska-Susitna Borough,88995,AK
535,424,447,711,900,97,72,Mayagüez Municipio,METRO32420M32420,"Mayagüez, PR MSA",Mayagüez Municipio,89080,PR
706,500,534,955,1155,25,53,Grant County,NCNTY53025N53025,"Grant County, WA",Grant County,89120,WA
791,548,592,1014,1249,21,29,Buchanan County,METRO41140M41140,"St. Joseph, MO-KS MSA",Buchanan County,89201,MO
907,569,732,1243,1384,165,29,Platte County,METRO28140M28140,"Kansas City, MO-KS HUD Metro FMR Area",Platte County,89322,MO
794,585,634,1170,1406,31,30,Gallatin County,NCNTY30031N30031,"Gallatin County, MT",Gallatin County,89513,MT
752,515,603,1064,1244,169,19,Story County,METRO11180M11180,"Ames, IA MSA",Story County,89542,IA
650,502,544,877,1055,137,72,Toa Baja Municipio,METRO41980MM7440,"San Juan-Guaynabo, PR HUD Metro FMR Area",Toa Baja Municipio,89609,PR
763,519,571,950,1224,155,47,Sevier County,NCNTY47155N47155,"Sevier County, TN",Sevier County,89889,TN
1582,1134,1267,1970,2142,9,25,Essex County,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Lynn city,90329,MA
784,472,591,1086,1196,37,21,Campbell County,METRO17140M17140,"Cincinnati-Middleton, OH-KY-IN HUD Metro FMR Area",Campbell County,90336,KY
639,516,539,836,1040,23,37,Burke County,METRO25860M25860,"Hickory-Lenoir-Morganton, NC MSA",Burke County,90912,NC
791,546,639,1166,1401,29,30,Flathead County,NCNTY30029N30029,"Flathead County, MT",Flathead County,90928,MT
1008,648,806,1419,1676,19,27,Carver County,METRO33460M33460,"Minneapolis-St. Paul-Bloomington, MN-WI MSA",Carver County,91042,MN
742,441,595,965,992,73,42,Lawrence County,NCNTY42073N42073,"Lawrence County, PA",Lawrence County,91108,PA
853,554,630,1169,1371,21,56,Laramie County,METRO16940M16940,"Cheyenne, WY MSA",Laramie County,91738,WY
1582,1134,1267,1970,2142,21,25,Norfolk County,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Quincy city,92271,MA
